,stadium,full_team_name,team,team_abbr,x,y,d_wall,segment,spray_angle_stadia,fence_height,orientation,spray_angle,team_abv
320,Wrigley Field,Chicago Cubs,cubs,CHC,-2.715501372333549,400.01389548832145,400.02311249657174,outfield_outer,-0.3,11.0,NE,-0.3889474333235822,CHC
321,Wrigley Field,Chicago Cubs,cubs,CHC,-17.064060762169525,396.09209215741527,396.4594905401224,outfield_outer,-1.9,11.0,NE,-2.4668366099391985,CHC
322,Wrigley Field,Chicago Cubs,cubs,CHC,-30.331203111732034,389.39850160861585,390.57800109227907,outfield_outer,-3.3,11.0,NE,-4.4539154896905835,CHC
323,Wrigley Field,Chicago Cubs,cubs,CHC,-43.162826410387936,381.878252331285,384.30980886171756,outfield_outer,-4.8,11.0,NE,-6.448642950678058,CHC
324,Wrigley Field,Chicago Cubs,cubs,CHC,-55.84384544183883,374.10298269222204,378.2480359935118,outfield_outer,-6.4,11.0,NE,-8.490079400378963,CHC
325,Wrigley Field,Chicago Cubs,cubs,CHC,-68.56030496039058,366.38723817024857,372.7467286379375,outfield_outer,-7.9,11.0,NE,-10.598911714237525,CHC
326,Wrigley Field,Chicago Cubs,cubs,CHC,-81.24619980334515,358.6203547291593,367.7084494658141,outfield_outer,-9.6,11.0,NE,-12.764999807970455,CHC
327,Wrigley Field,Chicago Cubs,cubs,CHC,-93.92316902190973,350.8388240643885,363.1933949702296,outfield_outer,-11.2,11.0,NE,-14.987228932131785,CHC
328,Wrigley Field,Chicago Cubs,cubs,CHC,-106.6460548140217,343.1319498013926,359.3228575834005,outfield_outer,-12.9,11.0,NE,-17.265342831722922,CHC
329,Wrigley Field,Chicago Cubs,cubs,CHC,-119.33733426249316,335.3730671518042,355.9726022037182,outfield_outer,-14.7,11.0,NE,-19.58731723227699,CHC
330,Wrigley Field,Chicago Cubs,cubs,CHC,-132.02320409515244,327.6049297313482,353.2069031089736,outfield_outer,-16.5,11.0,NE,-21.9491966551022,CHC
331,Wrigley Field,Chicago Cubs,cubs,CHC,-144.712473965145,319.84320333880873,351.05750931028854,outfield_outer,-18.3,11.0,NE,-24.344287162988095,CHC
332,Wrigley Field,Chicago Cubs,cubs,CHC,-157.3935806500684,312.0679029032614,349.51268253425224,outfield_outer,-20.1,11.0,NE,-26.76440567803966,CHC
333,Wrigley Field,Chicago Cubs,cubs,CHC,-170.6820931718569,305.7675800747336,350.18022496178315,outfield_outer,-21.9,11.0,NE,-29.17063056119203,CHC
334,Wrigley Field,Chicago Cubs,cubs,CHC,-185.04293062718506,303.94535284830533,355.8421893103431,outfield_outer,-23.5,16.0,NE,-31.33319255408534,CHC
335,Wrigley Field,Chicago Cubs,cubs,CHC,-196.68641365833162,294.7667995359848,354.362824554811,outfield_outer,-25.3,16.0,NE,-33.71363932843157,CHC
336,Wrigley Field,Chicago Cubs,cubs,CHC,-208.13710040338526,285.2717046482073,353.13028479192053,outfield_outer,-27.1,16.0,NE,-36.11486582867956,CHC
337,Wrigley Field,Chicago Cubs,cubs,CHC,-219.52622829102728,275.70866555432355,352.4301819785446,outfield_outer,-28.9,16.0,NE,-38.527692293582625,CHC
338,Wrigley Field,Chicago Cubs,cubs,CHC,-230.87165007454706,266.093016173617,352.2885352442184,outfield_outer,-30.7,16.0,NE,-40.94605600862773,CHC
339,Wrigley Field,Chicago Cubs,cubs,CHC,-242.27487519937267,256.5447188420112,352.8630157987632,outfield_outer,-32.5,16.0,NE,-43.361373731569614,CHC
340,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,245.77726654788475,242.12285795313406,345.00716383162757,outfield_outer,34.1,8.0,N,45.42914166892045,AZ
341,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,245.11558649961478,256.70198443234534,354.93317618469285,outfield_outer,32.8,8.0,N,43.67734050782405,AZ
342,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,243.37690883104193,271.13340579583047,364.34275550722805,outfield_outer,31.4,8.0,N,41.912034643144,AZ
343,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,231.26364536814282,275.73683079852145,359.8800821492828,outfield_outer,30.0,8.0,N,39.98694686560644,AZ
344,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,219.570460273632,283.95859250163454,358.948003588659,outfield_outer,28.3,8.0,N,37.71292258159023,AZ
345,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,208.6256860282783,293.612264152698,360.1844507077498,outfield_outer,26.5,8.0,N,35.39563168299856,AZ
346,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,197.64365836767178,303.2239139316488,361.94993807567494,outfield_outer,24.8,8.0,N,33.09661525245371,AZ
347,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,186.7126367009002,312.8934532147447,364.3678385484234,outfield_outer,23.1,8.0,N,30.82575817257465,AZ
348,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,175.84114051197304,322.62987604098,367.43726486404387,outfield_outer,21.4,8.0,N,28.59145998364438,AZ
349,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,164.9163822025191,332.3065434294479,370.97850601455997,outfield_outer,19.8,8.0,N,26.394187232312152,AZ
350,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,153.99145444756337,341.98296405856775,375.05428373658077,outfield_outer,18.2,8.0,N,24.241553928437135,AZ
351,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,143.0498861273153,351.64064537163637,379.6240421764918,outfield_outer,16.6,8.0,N,22.13683729271731,AZ
352,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,132.16896457289144,361.3664166407632,384.77827676735586,outfield_outer,15.1,8.0,N,20.089880731877432,AZ
353,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,121.21958922555099,371.0151826144053,390.3158394715898,outfield_outer,13.6,8.0,N,18.093460981469388,AZ
354,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,110.28718841392906,380.683246662529,396.33697558740766,outfield_outer,12.1,8.0,N,16.156753973789773,AZ
355,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,99.37478879120957,390.37356883302124,402.82362379920954,outfield_outer,10.7,8.0,N,14.282056655313879,AZ
356,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,86.45946934136722,395.56385350000005,404.90245990183894,outfield_outer,9.2,8.0,N,12.329393644437515,AZ
357,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,71.86533027648187,395.56385350000005,402.0390377706092,outfield_outer,7.7,25.0,N,10.297082756459197,AZ
358,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,57.27159177196312,395.64196482541564,399.76568081190993,outfield_outer,6.2,25.0,N,8.236700636799585,AZ
359,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,42.844139124444055,396.01015016727536,398.3210505268617,outfield_outer,4.6,25.0,N,6.174784448019282,AZ
360,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,33.87826793683878,406.0456717,407.45653086520093,outfield_outer,3.6,25.0,N,4.769405144608661,AZ
361,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,19.28412887195351,406.0456717,406.50333963284277,outfield_outer,2.0,25.0,N,2.7190773871619727,AZ
362,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,4.689989807068168,406.0456717,406.07275642511974,outfield_outer,0.5,25.0,N,0.6617597270588448,AZ
363,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-9.90414925781714,406.0456717,406.1664433195156,outfield_outer,-1.0,25.0,N,-1.397265117737751,AZ
364,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-24.49828832270245,406.0456717,406.78403808046164,outfield_outer,-2.6,25.0,N,-3.4526881109441323,AZ
365,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-37.91711956597034,403.95003105023,405.7256900193305,outfield_outer,-4.0,25.0,N,-5.362405777095911,AZ
366,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-47.89197947603774,395.71359376000004,398.60116656200034,outfield_outer,-5.2,25.0,N,-6.900766721389015,AZ
367,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-62.48611854092379,395.71359376000004,400.61672867812786,outfield_outer,-6.7,25.0,N,-8.973336460914501,AZ
368,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-77.08025760580885,395.71359376000004,403.1508581152125,outfield_outer,-8.3,25.0,N,-11.022506526592547,AZ
369,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-91.62353478994336,395.0370062937543,405.52325268587947,outfield_outer,-9.8,25.0,N,-13.05810328243392,AZ
370,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-103.199587034956,386.77906841487487,400.31013293203546,outfield_outer,-11.2,8.0,N,-14.939507772446023,AZ
371,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-114.0899689346088,377.0636985739666,393.9461305734315,outfield_outer,-12.6,8.0,N,-16.834491741666035,AZ
372,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-124.98332785037263,367.3517163531818,388.0310757506185,outfield_outer,-14.1,8.0,N,-18.789740531447787,AZ
373,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-135.91703132383108,357.6852876614652,382.63847743444256,outfield_outer,-15.6,8.0,N,-20.80631818479528,AZ
374,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-146.76769182679539,347.9256640161641,377.614913695492,outfield_outer,-17.2,8.0,N,-22.87178521518391,AZ
375,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-157.67854672464478,338.23337650204803,373.1813782561667,outfield_outer,-18.7,8.0,N,-24.99411861488567,AZ
376,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-168.52562211883355,328.4706703538928,369.1799921356459,outfield_outer,-20.4,8.0,N,-27.160608583228026,AZ
377,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-179.20386565473348,318.5242960310162,365.4746949210769,outfield_outer,-22.0,8.0,N,-29.362392272796225,AZ
378,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-190.0670048832026,308.77858228384963,362.5874780277105,outfield_outer,-23.7,8.0,N,-31.614152541489318,AZ
379,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-201.0099685853814,299.1225366956644,360.38770710159514,outfield_outer,-25.4,8.0,N,-33.901051124844805,AZ
380,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-211.95753518037577,289.4718079948195,358.77559050683743,outfield_outer,-27.2,8.0,N,-36.212397097163155,AZ
381,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-222.94863708444404,279.89211915897926,357.83472881361774,outfield_outer,-28.9,8.0,N,-38.53914582439244,AZ
382,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-236.4959359323454,276.53332040831583,363.8694889772489,outfield_outer,-30.4,8.0,N,-40.537617038560704,AZ
383,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-240.59775602425748,263.0351834556753,356.4755081902106,outfield_outer,-31.8,8.0,N,-42.44909383309826,AZ
384,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-241.66112979622804,248.47983682630186,346.6155376834902,outfield_outer,-33.2,8.0,N,-44.20296820645266,AZ
385,Chase Field,Arizona Diamondbacks,diamondbacks,ARI,-242.7108312671685,233.9234984296414,337.08863928047526,outfield_outer,-34.5,8.0,N,-46.0561976384888,AZ
386,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,241.13609916502932,244.68212924759928,343.5345145595501,outfield_outer,33.4,4.0,NNE,44.58180048036376,LAD
387,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,239.45139024811593,259.45674742106024,353.06482701349813,outfield_outer,32.0,4.0,NNE,42.70376806308166,LAD
388,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,234.86141651373654,273.5793478390981,360.5628163453701,outfield_outer,30.5,4.0,NNE,40.64531200734163,LAD
389,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,228.08407052401256,286.79507642362233,366.43383998702154,outfield_outer,28.9,4.0,NNE,38.49473397384254,LAD
390,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,219.3861760361461,298.7879655284907,370.6811872491204,outfield_outer,27.2,8.0,NNE,36.28811531274577,LAD
391,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,207.14115107358387,307.2047112591689,370.5161144780597,outfield_outer,25.5,8.0,NNE,33.99089224042027,LAD
392,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,194.74716757524254,315.44527554971245,370.71846615081586,outfield_outer,23.8,8.0,NNE,31.690031917403083,LAD
393,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,182.335608718724,323.6593369719508,371.485720608411,outfield_outer,22.0,8.0,NNE,29.395020884434828,LAD
394,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,169.93196464111355,331.8853309093491,372.86022244213285,outfield_outer,20.3,8.0,NNE,27.113359462937215,LAD
395,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,157.49518651820873,340.0608576129813,374.76141831421455,outfield_outer,18.6,8.0,NNE,24.850658544977193,LAD
396,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,144.75905698485496,347.75638767139833,376.68247868118897,outfield_outer,17.0,8.0,NNE,22.600287058190947,LAD
397,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,131.86948624166482,355.19785425410885,378.88662825225674,outfield_outer,15.3,8.0,NNE,20.36776732433429,LAD
398,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,118.76429205394133,362.24701625944977,381.2189106746253,outfield_outer,13.6,8.0,NNE,18.15196017689864,LAD
399,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,105.488917457906,368.97621789601544,383.7595094317387,outfield_outer,12.0,8.0,NNE,15.955034432013719,LAD
400,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,91.97993164185812,375.19815983509744,386.3081243884009,outfield_outer,10.3,8.0,NNE,13.774422908857058,LAD
401,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,78.19460359279849,380.80889468112827,388.75417721138064,outfield_outer,8.7,8.0,NNE,11.603719570406831,LAD
402,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,64.42323521698627,386.4539424958281,391.78693559943,outfield_outer,7.1,8.0,NNE,9.464377054869944,LAD
403,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,50.30891581509468,391.1683015615872,394.3901965782962,outfield_outer,5.5,8.0,NNE,7.328690279301103,LAD
404,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,36.11401791873031,395.64044841967115,397.28527120439895,outfield_outer,3.9,8.0,NNE,5.215499471904713,LAD
405,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,21.424190219663164,398.02654101734663,398.6027135893606,outfield_outer,2.3,8.0,NNE,3.0810313866534313,LAD
406,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,6.590507871905658,399.08805499785046,399.14246884536976,outfield_outer,0.7,8.0,NNE,0.9460918737181,LAD
407,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-8.284517804832873,399.0250305022886,399.11102240180105,outfield_outer,-0.9,8.0,NNE,-1.189398368468588,LAD
408,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-23.092439583352522,397.70381763948245,398.3736780096415,outfield_outer,-2.5,8.0,NNE,-3.323114680223949,LAD
409,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-37.700957156921845,394.94433869539915,396.7397041362185,outfield_outer,-4.1,8.0,NNE,-5.452869954244408,LAD
410,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-51.885965757007995,390.4404310577576,393.8729282993501,outfield_outer,-5.7,8.0,NNE,-7.5697330567036625,LAD
411,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-65.95764581893367,385.6121637787548,391.21241275822155,outfield_outer,-7.3,8.0,NNE,-9.706316112824824,LAD
412,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-79.73965241181355,379.99305711789464,388.2694111368553,outfield_outer,-8.9,8.0,NNE,-11.851274462285659,LAD
413,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-93.52087513938582,374.37203719396604,385.87637439936236,outfield_outer,-10.5,8.0,NNE,-14.025852620940563,LAD
414,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-106.95265701205783,367.9742163786851,383.20215912941603,outfield_outer,-12.2,8.0,NNE,-16.206642740414708,LAD
415,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-120.21439921450569,361.2182345068238,380.69688036380245,outfield_outer,-13.8,8.0,NNE,-18.407581077748265,LAD
416,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-133.2677745250092,354.0789221701197,378.3281417658517,outfield_outer,-15.5,8.0,NNE,-20.62526998364781,LAD
417,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-146.17494579834997,346.66801927333773,376.22577047040494,outfield_outer,-17.1,8.0,NNE,-22.863053860254205,LAD
418,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-158.83428271201782,338.84664766190974,374.2263753349777,outfield_outer,-18.8,8.0,NNE,-25.114823327250143,LAD
419,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-171.249441443896,330.6380947439629,372.3545634080025,outfield_outer,-20.5,8.0,NNE,-27.381274852408144,LAD
420,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-183.66115217753128,322.4243352903701,371.0645103032831,outfield_outer,-22.3,8.0,NNE,-29.666946069490027,LAD
421,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-196.0689517748059,314.20458917835487,370.3613879858562,outfield_outer,-24.0,8.0,NNE,-31.964857277046374,LAD
422,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-208.47119246034478,305.97642968661097,370.2456125460553,outfield_outer,-25.7,8.0,NNE,-34.26781309238925,LAD
423,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-220.36772246874037,297.1458888830747,369.9427150062187,outfield_outer,-27.4,8.0,NNE,-36.561170383661455,LAD
424,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-228.63912322205883,284.84363113861883,365.25572256706033,outfield_outer,-29.1,4.0,NNE,-38.75341805297152,LAD
425,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-235.02976087552784,271.4481763700668,359.05863163533985,outfield_outer,-30.7,4.0,NNE,-40.887211920736384,LAD
426,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-239.21205444402804,257.2214716288121,351.2624267669749,outfield_outer,-32.2,4.0,NNE,-42.92235771189253,LAD
427,Dodger Stadium,Los Angeles Dodgers,dodgers,LAD,-240.73588795509423,242.42442560544424,341.6480204532982,outfield_outer,-33.6,4.0,NNE,-44.799764830982184,LAD
428,Oracle Park,San Francisco Giants,giants,SF,226.80658048,214.90222981000002,312.44870511228044,outfield_outer,34.9,25.0,ESE,46.54378624451144,SF
429,Oracle Park,San Francisco Giants,giants,SF,221.57538565692985,228.7373500228586,318.45945868272923,outfield_outer,33.1,25.0,ESE,44.0888204919267,SF
430,Oracle Park,San Francisco Giants,giants,SF,216.32334596076998,242.56455920112913,325.0128541890321,outfield_outer,31.3,25.0,ESE,41.72714162544004,SF
431,Oracle Park,San Francisco Giants,giants,SF,210.96648277307258,256.35134867254175,331.998299423163,outfield_outer,29.6,25.0,ESE,39.45295763196567,SF
432,Oracle Park,San Francisco Giants,giants,SF,205.7767853523423,270.2019079363536,339.6368007775213,outfield_outer,28.0,25.0,ESE,37.291692300946025,SF
433,Oracle Park,San Francisco Giants,giants,SF,200.53561294333403,284.0332092182712,347.6915241954985,outfield_outer,26.4,25.0,ESE,35.22319116740014,SF
434,Oracle Park,San Francisco Giants,giants,SF,195.27993298144986,297.85899748482313,356.1660211304602,outfield_outer,24.9,25.0,ESE,33.24932962927626,SF
435,Oracle Park,San Francisco Giants,giants,SF,190.05859030782548,311.6978382559451,365.07233546685944,outfield_outer,23.5,25.0,ESE,31.372862142223642,SF
436,Oracle Park,San Francisco Giants,giants,SF,181.12443633319717,322.7139112444272,370.0680071928597,outfield_outer,22.0,25.0,ESE,29.30348825596467,SF
437,Oracle Park,San Francisco Giants,giants,SF,170.17484563015842,331.28148251485953,372.4337508101158,outfield_outer,20.4,25.0,ESE,27.18895650008064,SF
438,Oracle Park,San Francisco Giants,giants,SF,164.70486420012338,345.0203276953257,382.3175627854036,outfield_outer,19.1,25.0,ESE,25.51874908027964,SF
439,Oracle Park,San Francisco Giants,giants,SF,159.37297290659743,358.8169436416145,392.61857258336187,outfield_outer,18.0,25.0,ESE,23.948990239271094,SF
440,Oracle Park,San Francisco Giants,giants,SF,154.04195420692696,372.6139052956756,403.1997595182612,outfield_outer,16.8,25.0,ESE,22.460643288521485,SF
441,Oracle Park,San Francisco Giants,giants,SF,148.73900453282008,386.4215678061322,414.05907734907044,outfield_outer,15.8,25.0,ESE,21.052405486687224,SF
442,Oracle Park,San Francisco Giants,giants,SF,143.4464246957562,400.23323841456295,425.16293569619125,outfield_outer,14.8,25.0,ESE,19.7180387849514,SF
443,Oracle Park,San Francisco Giants,giants,SF,130.33089704170854,402.67651585000004,423.24286070859097,outfield_outer,13.5,8.0,ESE,17.934772026401486,SF
444,Oracle Park,San Francisco Giants,giants,SF,115.53981874688823,402.67651585000004,418.92460674106877,outfield_outer,12.0,8.0,ESE,16.009753255815056,SF
445,Oracle Park,San Francisco Giants,giants,SF,100.74874045206793,402.67651585000004,415.08876775910653,outfield_outer,10.5,8.0,ESE,14.046904344953628,SF
446,Oracle Park,San Francisco Giants,giants,SF,85.95766215724764,402.67651585000004,411.7488264714726,outfield_outer,9.0,8.0,ESE,12.049834012271495,SF
447,Oracle Park,San Francisco Giants,giants,SF,71.16658386242493,402.67651585000004,408.9169342002638,outfield_outer,7.5,8.0,ESE,10.022609160981398,SF
448,Oracle Park,San Francisco Giants,giants,SF,56.375505567604634,402.67651585000004,406.6037063838675,outfield_outer,6.0,8.0,ESE,7.969721107787627,SF
449,Oracle Park,San Francisco Giants,giants,SF,41.58442727278434,402.67651585000004,404.8180344410323,outfield_outer,4.4,8.0,ESE,5.896037933811449,SF
450,Oracle Park,San Francisco Giants,giants,SF,26.79334897796411,402.67651585000004,403.5669212987485,outfield_outer,2.9,8.0,ESE,3.8067436875918785,SF
451,Oracle Park,San Francisco Giants,giants,SF,12.002270683143813,402.67651585000004,402.8553473874299,outfield_outer,1.3,8.0,ESE,1.7072659781982447,SF
452,Oracle Park,San Francisco Giants,giants,SF,-2.7888076116764826,402.67651585000004,402.68617292500903,outfield_outer,-0.3,8.0,ESE,-0.3968057363182044,SF
453,Oracle Park,San Francisco Giants,giants,SF,-17.579885906496745,402.67651585000004,403.0600808881733,outfield_outer,-1.9,8.0,ESE,-2.499808211807431,SF
454,Oracle Park,San Francisco Giants,giants,SF,-32.370964201319524,402.67651585000004,403.9755632961212,outfield_outer,-3.4,8.0,ESE,-4.596095420569883,SF
455,Oracle Park,San Francisco Giants,giants,SF,-47.16204249613978,402.67651585000004,405.4289514446434,outfield_outer,-5.0,8.0,ESE,-6.680128865531944,SF
456,Oracle Park,San Francisco Giants,giants,SF,-61.95312079096004,402.67651585000004,407.41448868791423,outfield_outer,-6.6,8.0,ESE,-8.746563628924745,SF
457,Oracle Park,San Francisco Giants,giants,SF,-75.87824039083861,400.43982631842204,407.56540808407414,outfield_outer,-8.0,8.0,ESE,-10.729609471357847,SF
458,Oracle Park,San Francisco Giants,giants,SF,-87.04422818626875,390.74326349047965,400.3211156356028,outfield_outer,-9.4,8.0,ESE,-12.558482321765469,SF
459,Oracle Park,San Francisco Giants,giants,SF,-98.29987726269177,381.14775455191887,393.6197107232183,outfield_outer,-10.8,8.0,ESE,-14.461719991079006,SF
460,Oracle Park,San Francisco Giants,giants,SF,-109.61557018847492,371.6225772473942,387.4518204212492,outfield_outer,-12.3,8.0,ESE,-16.43420258290124,SF
461,Oracle Park,San Francisco Giants,giants,SF,-120.85996490427333,362.01345564844394,381.6554377801921,outfield_outer,-13.8,8.0,ESE,-18.461839664278717,SF
462,Oracle Park,San Francisco Giants,giants,SF,-132.18553462331644,352.50011424467476,376.46958191354685,outfield_outer,-15.4,8.0,ESE,-20.555759044217133,SF
463,Oracle Park,San Francisco Giants,giants,SF,-143.49358066237087,342.96584012462546,371.77409159824265,outfield_outer,-17.0,8.0,ESE,-22.703961318909087,SF
464,Oracle Park,San Francisco Giants,giants,SF,-154.7964771590485,333.425516795489,367.6064806164205,outfield_outer,-18.7,8.0,ESE,-24.9036057641862,SF
465,Oracle Park,San Francisco Giants,giants,SF,-166.18459060489118,323.9878794930531,364.12286966478825,outfield_outer,-20.4,8.0,ESE,-27.154856677919184,SF
466,Oracle Park,San Francisco Giants,giants,SF,-177.4340590407399,314.3846467788674,360.9993787223823,outfield_outer,-22.1,8.0,ESE,-29.43974201404256,SF
467,Oracle Park,San Francisco Giants,giants,SF,-188.70658633141954,304.8083680392506,358.49451453489314,outfield_outer,-23.8,8.0,ESE,-31.76161248207001,SF
468,Oracle Park,San Francisco Giants,giants,SF,-200.0413096475001,295.3057793242374,356.68197160465263,outfield_outer,-25.6,8.0,ESE,-34.11386904189343,SF
469,Oracle Park,San Francisco Giants,giants,SF,-211.36079574666718,285.78540166649964,355.45278418426676,outfield_outer,-27.4,8.0,ESE,-36.485840452101776,SF
470,Oracle Park,San Francisco Giants,giants,SF,-222.66739009622918,276.25205728282776,354.818215097902,outfield_outer,-29.2,8.0,ESE,-38.86984926617358,SF
471,Oracle Park,San Francisco Giants,giants,SF,-233.92660736922522,266.66132840890646,354.72513542752836,outfield_outer,-30.9,8.0,ESE,-41.2586098315139,SF
472,Oracle Park,San Francisco Giants,giants,SF,-242.97104483433404,255.2921854535282,352.43301289965245,outfield_outer,-32.7,8.0,ESE,-43.58346858808464,SF
473,Oracle Park,San Francisco Giants,giants,SF,-248.04484576357277,241.39894800651223,346.1209291685861,outfield_outer,-34.3,8.0,ESE,-45.7779412013999,SF
474,Progressive Field,Cleveland Indians,indians,CLE,231.77063841956556,240.63581324611016,334.1006187513423,outfield_outer,32.9,9.0,N,43.92491415482583,CLE
475,Progressive Field,Cleveland Indians,indians,CLE,223.7972088486998,252.5044673505627,337.4073157482806,outfield_outer,31.2,9.0,N,41.55088881992338,CLE
476,Progressive Field,Cleveland Indians,indians,CLE,215.81604839365133,264.36792105092434,341.2725661770055,outfield_outer,29.4,9.0,N,39.22638948736875,CLE
477,Progressive Field,Cleveland Indians,indians,CLE,207.81816761747277,276.2204486130624,345.6676540029244,outfield_outer,27.7,9.0,N,36.95646515395158,CLE
478,Progressive Field,Cleveland Indians,indians,CLE,199.94777849664985,288.1578475011647,350.7336014730409,outfield_outer,26.1,9.0,N,34.756116152255814,CLE
479,Progressive Field,Cleveland Indians,indians,CLE,191.98967669051,300.0372630293722,356.20555184034293,outfield_outer,24.5,9.0,N,32.6146135089121,CLE
480,Progressive Field,Cleveland Indians,indians,CLE,184.00977410312976,311.9019618285913,362.1359285655165,outfield_outer,22.9,9.0,N,30.53891740706083,CLE
481,Progressive Field,Cleveland Indians,indians,CLE,175.88465036383317,323.6676493374668,368.36959356229335,outfield_outer,21.4,9.0,N,28.520155703327728,CLE
482,Progressive Field,Cleveland Indians,indians,CLE,167.9095305419679,335.53514520102465,375.2032037601715,outfield_outer,19.9,9.0,N,26.58444041720093,CLE
483,Progressive Field,Cleveland Indians,indians,CLE,158.19579739363922,345.7614891438912,380.23271517323514,outfield_outer,18.4,9.0,N,24.585453466697746,CLE
484,Progressive Field,Cleveland Indians,indians,CLE,144.87816205647175,350.9662951306226,379.6933264604167,outfield_outer,16.8,9.0,N,22.430734123731046,CLE
485,Progressive Field,Cleveland Indians,indians,CLE,131.50699423062147,356.03179337999154,379.5427873493919,outfield_outer,15.2,9.0,N,20.272650952380946,CLE
